trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,arrowDirection,condition,correctResponse,response,roll,pitch,yaw,rt,timestamp,familiarityTarget,familiarityPrime,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc,arrowValidity,primeCondition
141,RollinsChapel3,177,RollinsChapel3,87,-90,left,1,open,open,7.987111,1.498596,27.168,0.696167,1261.388,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
142,NeutralRaunerBackHall,0,RaunerBackHall,90,90,right,2,open,open,-3.949188,6.075078,153.8361,1.197632,1265.258,no,na,matisse359,inperson,NaN,NaN,0.771428571428571,0.814634146341463,valid,Neutral
143,NeutralFairbanks,0,Fairbanks,-90,-90,left,2,open,open,7.874604,-1.959412,-150.7523,0.9191895,1268.641,yes,na,matisse359,inperson,NaN,NaN,0.771428571428571,0.814634146341463,valid,Neutral
144,PineEntrance,0,PineEntrance,90,90,right,1,closed,closed,-3.25238,5.517952,170.3364,0.654541,1271.885,no,no,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
146,NeutralHop2,0,Hop2,-91,-90,left,2,closed,closed,8.129507,1.191161,-137.0518,0.9746094,1279.389,yes,na,matisse359,inperson,NaN,NaN,0.771428571428571,0.814634146341463,valid,Neutral
147,PineBackHall,180,PineBackHall,270,90,right,1,closed,closed,-5.365234,3.818251,353.744,0.640625,1282.508,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
148,Umplebys,-50,Umplebys,40,90,left,3,closed,closed,-3.878723,6.106977,101.932,0.9885254,1286.141,yes,yes,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
149,McLaughlinCluster,172,McLaughlinCluster,262,90,left,3,open,open,-2.444427,8.53657,351.9,0.6962891,1289.385,yes,yes,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
151,Hop2,-1,Hop2,-91,-90,left,1,closed,closed,9.188418,2.04583,-155.8029,0.793726794504168,1296.346,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
152,Hop4,-3,Hop4,-93,-90,left,1,open,open,11.72086,2.517272,-155.4969,0.8771973,1299.799,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
154,NeutralMaynard,0,Maynard,-90,-90,left,2,open,open,8.341822,-1.071442,-152.7641,0.8076172,1306.454,yes,na,matisse359,inperson,NaN,NaN,0.771428571428571,0.814634146341463,valid,Neutral
155,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,left,1,open,open,8.763895,3.690034,-242.9601,1.601074,1310.478,no,no,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
156,NeutralPineEntrance,0,PineEntrance,-90,-90,right,4,open,open,6.662615,3.681,-161.7555,1.642822,1314.64,no,na,matisse359,inperson,NaN,NaN,0.828571428571429,0.814634146341463,invalid,Neutral
157,NeutralMooreLot,0,MooreLot,270,90,left,4,open,open,1.269214,8.005142,332.64,1.169678,1318.358,yes,na,matisse359,inperson,NaN,NaN,0.828571428571429,0.814634146341463,invalid,Neutral
159,RaunerBackHall,0,RaunerBackHall,90,90,right,1,open,open,-3.453369,9.103584,164.481,0.7797852,1325.11,no,no,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
160,Maynard,0,Maynard,-90,-90,right,3,open,open,6.6636,2.850564,-139.4219,0.8771973,1328.799,yes,yes,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
161,NeutralBakerBerryCharter,0,BakerBerryCharter,-180,-90,right,4,open,open,5.34278,1.495502,-239.4106,1.10028349451072,1338.364,no,na,matisse359,inperson,NaN,NaN,0.828571428571429,0.814634146341463,invalid,Neutral
162,NeutralZimmerman,0,Zimmerman,-10,90,left,4,open,open,-3.612885,6.004295,68.37197,1.002563,1341.803,yes,na,matisse359,inperson,NaN,NaN,0.828571428571429,0.814634146341463,invalid,Neutral
164,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,right,1,open,open,-1.894012,4.061667,335.8484,0.8632813,1348.43,no,no,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
166,PineEntrance,0,PineEntrance,90,90,right,1,closed,closed,-1.222534,5.585843,164.8144,0.6405029,1357.048,no,no,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
167,NeutralZimmerman,0,Zimmerman,-10,90,right,2,open,open,0.06427786,3.756727,61.13481,1.072144,1360.64,yes,na,matisse359,inperson,NaN,NaN,0.771428571428571,0.814634146341463,valid,Neutral
168,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,right,3,open,open,8.658182,3.875686,-248.7587,1.48957349450298,1365.025,no,no,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
170,NeutralPineEntrance,0,PineEntrance,-90,-90,left,2,open,open,9.382442,3.576959,-160.0663,0.9885254,1371.861,no,na,matisse359,inperson,NaN,NaN,0.771428571428571,0.814634146341463,valid,Neutral
171,NeutralHop4,0,Hop4,-93,-90,left,2,open,open,8.220247,0.0590137,-143.3393,1.058105,1375.328,yes,na,matisse359,inperson,NaN,NaN,0.771428571428571,0.814634146341463,valid,Neutral
173,PineEntrance,0,PineEntrance,-90,-90,right,3,open,open,9.896216,4.100027,-154.0363,1.155762,1383.138,no,no,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
175,MooreLot,180,MooreLot,90,-90,left,1,closed,closed,2.050884,6.119454,34.83112,1.322754,1391.143,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
176,RaunerFirst,0,RaunerFirst,-90,-90,right,3,closed,closed,8.695672,3.23608,-154.5309,1.016357,1394.735,no,no,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
177,MooreLot,180,MooreLot,90,-90,right,3,closed,closed,7.246237,3.237801,35.08502,1.155762,1398.369,yes,yes,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
178,Maynard,0,Maynard,-90,-90,left,1,open,open,6.643955,2.565905,-142.7322,0.710083,1401.488,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
179,Zimmerman,-100,Zimmerman,-10,90,right,1,open,open,-4.813568,4.963902,57.44563,0.6544189,1404.676,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
180,NeutralMooreLot,0,MooreLot,90,-90,right,4,closed,closed,5.469057,3.665058,35.17886,1.322632,1408.491,yes,na,matisse359,inperson,NaN,NaN,0.828571428571429,0.814634146341463,invalid,Neutral
181,Maynard,0,Maynard,90,90,left,3,closed,closed,-0.4855347,2.927063,155.8332,0.9051514,1411.804,yes,yes,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
182,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,right,3,closed,closed,6.711374,1.966551,35.48932,1.058105,1415.327,no,no,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
183,BakerBerry2nd,94,BakerBerry2nd,4,-90,right,3,closed,closed,9.245821,1.048574,-54.81598,0.9467773,1418.724,yes,yes,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
184,PineEntrance,0,PineEntrance,-90,-90,left,1,open,open,12.14805,0.5005162,-150.8243,1.197144,1422.399,no,no,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
185,Neutral53Commons,0,53Commons,90,90,left,4,open,open,-3.225098,6.249664,155.0569,1.22522,1426.144,yes,na,matisse359,inperson,NaN,NaN,0.828571428571429,0.814634146341463,invalid,Neutral
186,NeutralUmplebys,0,Umplebys,40,90,left,4,closed,closed,-2.029572,4.158062,102.1418,1.086548,1429.681,yes,na,matisse359,inperson,NaN,NaN,0.828571428571429,0.814634146341463,invalid,Neutral
187,RollinsChapel3,177,RollinsChapel3,87,-90,left,1,open,open,6.813388,-0.140686,18.52435,0.8911133,1433.05,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
188,Zimmerman,-100,Zimmerman,-10,90,right,1,open,open,-3.760529,5.970523,39.93953,0.7938232,1436.642,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
191,NeutralBakerBerry2nd,0,BakerBerry2nd,4,-90,right,4,closed,closed,6.08808,-0.4098816,-40.77191,0.9189453,1447.083,yes,na,matisse359,inperson,NaN,NaN,0.828571428571429,0.814634146341463,invalid,Neutral
192,RaunerFirst,0,RaunerFirst,-90,-90,left,1,closed,closed,5.597847,-1.569672,-153.0585,0.7797852,1450.272,no,no,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
193,Umplebys,-50,Umplebys,-140,-90,left,1,open,open,10.17255,1.442025,-203.1478,0.8354492,1453.613,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
195,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,right,1,open,open,-5.417511,6.390763,335.0698,0.8634033,1460.741,no,no,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
196,NeutralHop4,0,Hop4,87,90,left,4,closed,closed,-1.612518,6.274035,157.3,0.9051514,1464.083,yes,na,matisse359,inperson,NaN,NaN,0.828571428571429,0.814634146341463,invalid,Neutral
198,RaunerFirst,0,RaunerFirst,90,90,right,1,open,open,-6.096344,6.335446,165.7665,1.601074,1471.266,no,no,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
200,NeutralRollinsChapel3,0,RollinsChapel3,267,90,left,4,closed,closed,-0.7518616,9.345669,342.1314,1.169678,1478.172,yes,na,matisse359,inperson,NaN,NaN,0.828571428571429,0.814634146341463,invalid,Neutral
201,NeutralHop4,0,Hop4,87,90,right,2,closed,closed,-2.750977,5.425771,154.557,0.9050293,1481.555,yes,na,matisse359,inperson,NaN,NaN,0.771428571428571,0.814634146341463,valid,Neutral
202,Fairbanks,0,Fairbanks,-90,-90,left,1,open,open,8.4012,-0.9855652,-131.0781,1.002563,1484.952,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
203,NeutralMooreLot,0,MooreLot,90,-90,left,2,closed,closed,7.738654,4.535158,48.95337,1.28083149450566,1488.892,yes,na,matisse359,inperson,NaN,NaN,0.771428571428571,0.814634146341463,valid,Neutral
204,Hop2,-1,Hop2,-91,-90,right,3,closed,closed,7.260495,-1.414368,-143.7065,0.835451494503572,1492.47,yes,yes,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
206,NeutralRaunerBackHall,0,RaunerBackHall,-90,-90,right,4,closed,closed,5.591035,1.999228,-136.6164,1.099976,1499.459,no,na,matisse359,inperson,NaN,NaN,0.828571428571429,0.814634146341463,invalid,Neutral
207,Hop4,-3,Hop4,87,90,right,1,closed,closed,-1.394226,6.010939,142.0079,0.626709,1502.55,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
208,MooreLot,180,MooreLot,90,-90,left,1,closed,closed,10.14869,1.522286,25.96628,0.7657471,1505.766,yes,yes,matisse359,inperson,NaN,NaN,0.815533980582524,0.814634146341463,valid,Same-scene
209,NeutralUmplebys,0,Umplebys,40,90,right,2,closed,closed,-3.696106,5.095715,108.9571,0.8074951,1509.149,yes,na,matisse359,inperson,NaN,NaN,0.771428571428571,0.814634146341463,valid,Neutral
210,RollinsChapel3,177,RollinsChapel3,267,90,left,3,closed,closed,-0.6018677,2.324375,314.9799,1.197388,1512.741,yes,yes,matisse359,inperson,NaN,NaN,0.84375,0.814634146341463,invalid,Same-scene
2,Fairbanks,0,Fairbanks,-90,-90,left,1,open,open,0.1329396,0.8083661,-181.2069,1.21542442857064,775.1208,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
3,Hop2,-1,Hop2,89,90,left,3,open,open,-6.547424,1.51319,176.9474,1.072083,782.4298,unsure,unsure,matisse353,inperson,NaN,NaN,0.838709677419355,0.791666666666667,invalid,Same-scene
5,NeutralBakerBerryHistoric2,0,BakerBerryHistoric2,90,-90,right,4,closed,closed,-1.806702,15.60214,6.061859,1.04852742857362,797.88,no,na,matisse353,inperson,NaN,NaN,0.909090909090909,0.791666666666667,invalid,Neutral
6,PineEntrance,0,PineEntrance,-90,-90,left,1,open,open,-1.363495,7.900301,-179.7307,1.155518,804.674,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
7,AllenSt,0,AllenSt,90,90,right,1,closed,closed,-5.418243,10.28365,174.4009,1.099365,811.5378,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
8,RaunerFirst,0,RaunerFirst,90,90,right,1,open,open,-6.35321,11.653,170.5598,1.461975,822.8428,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
9,MooreLot,180,MooreLot,90,-90,left,1,closed,closed,-1.796387,10.36824,15.85928,1.072144,828.9963,unsure,unsure,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
10,Neutral53Commons,0,53Commons,90,90,right,2,open,open,-7.386261,3.214204,180.5929,0.9050293,835.4511,yes,na,matisse353,inperson,NaN,NaN,0.705882352941177,0.791666666666667,valid,Neutral
11,NeutralBakerBerryCharter,0,BakerBerryCharter,0,90,right,2,closed,closed,-6.101227,7.800829,75.93797,1.13410589189231,841.7154,yes,na,matisse353,inperson,NaN,NaN,0.705882352941177,0.791666666666667,valid,Neutral
12,McLaughlinCluster,172,McLaughlinCluster,82,-90,left,1,closed,closed,-2.232361,6.527217,6.866882,0.880962428566174,848.2725,no,no,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
13,RaunerBackHall,0,RaunerBackHall,-90,-90,left,1,closed,closed,-2.450348,10.46748,-174.0062,1.169678,853.9669,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
14,PineEntrance,0,PineEntrance,90,90,left,3,closed,closed,-9.683167,6.589157,181.1534,0.8353882,859.1876,yes,yes,matisse353,inperson,NaN,NaN,0.838709677419355,0.791666666666667,invalid,Same-scene
15,BakerBerry2nd,94,BakerBerry2nd,4,-90,left,1,closed,closed,-2.509766,8.720412,-89.34784,0.8214111,866.1766,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
17,McLaughlinCluster,172,McLaughlinCluster,262,90,right,1,open,open,-5.410583,9.930813,347.6528,1.113892,879.6255,no,no,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
18,53Commons,0,53Commons,90,90,right,1,open,open,-6.802368,6.313479,174.8494,1.0777318918935,884.9301,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
19,Hop4,-3,Hop4,-93,-90,right,3,open,open,-2.678467,11.30043,-178.6416,0.9189453,889.6219,yes,yes,matisse353,inperson,NaN,NaN,0.838709677419355,0.791666666666667,invalid,Same-scene
21,McLaughlinCluster,172,McLaughlinCluster,262,90,right,1,open,open,-4.768433,11.19832,351.9074,1.0074118918944,899.3257,no,no,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
22,AllenSt,0,AllenSt,-90,-90,right,3,open,open,-0.6622009,4.459566,-176.7478,1.127808,903.9061,yes,yes,matisse353,inperson,NaN,NaN,0.838709677419355,0.791666666666667,invalid,Same-scene
23,Hop4,-3,Hop4,87,90,right,1,closed,closed,-7.744324,9.289989,189.7441,1.00796589189618,909.3079,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
24,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,left,1,closed,closed,-8.831635,22.85883,6.985992,0.8909912,913.5403,no,no,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
26,Umplebys,-50,Umplebys,40,90,right,1,closed,closed,-6.123932,7.898258,130.1509,0.8354492,923.634,unsure,unsure,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
27,NeutralBakerBerry2nd,0,BakerBerry2nd,184,90,right,2,open,open,-5.717102,11.36729,271.9953,0.8911743,928.061,yes,na,matisse353,inperson,NaN,NaN,0.705882352941177,0.791666666666667,valid,Neutral
28,McLaughlinCluster,172,McLaughlinCluster,82,-90,right,3,closed,closed,-4.096375,8.246635,7.880981,0.936805428567366,932.0566,no,no,matisse353,inperson,NaN,NaN,0.838709677419355,0.791666666666667,invalid,Same-scene
30,RaunerBackHall,0,RaunerBackHall,-90,-90,left,1,closed,closed,-4.905304,14.47768,-179.4829,0.9887695,941.0303,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
32,Umplebys,-50,Umplebys,40,90,right,1,closed,closed,-3.991028,11.18181,130.4331,1.044312,951.8478,unsure,unsure,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
33,NeutralBakerBerryCharter,0,BakerBerryCharter,-180,-90,left,2,open,open,-4.786652,15.32919,-268.6879,0.8493042,956.2889,yes,na,matisse353,inperson,NaN,NaN,0.705882352941177,0.791666666666667,valid,Neutral
34,AllenSt,0,AllenSt,-90,-90,left,1,open,open,-3.799316,8.476031,-179.1088,0.9468384,960.9669,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
35,RaunerFirst,0,RaunerFirst,90,90,left,3,open,open,-4.725159,9.80619,171.2779,1.072144,965.6866,yes,yes,matisse353,inperson,NaN,NaN,0.838709677419355,0.791666666666667,invalid,Same-scene
37,McLaughlinCluster,172,McLaughlinCluster,82,-90,left,1,closed,closed,-2.476471,8.538515,-1.565735,1.225159,975.1259,no,no,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
38,Hop2,-1,Hop2,-91,-90,left,1,closed,closed,-3.024353,9.068311,-180.4422,0.8074951,979.3165,unsure,unsure,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
39,Umplebys,-50,Umplebys,-140,-90,left,1,open,open,-4.454651,7.93858,-214.6313,1.30896,984.064,unsure,unsure,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
41,NeutralUmplebys,0,Umplebys,-140,-90,right,4,open,open,-5.425781,8.872638,-231.3247,1.113647,995.6846,unsure,na,matisse353,inperson,NaN,NaN,0.909090909090909,0.791666666666667,invalid,Neutral
42,RaunerBackHall,0,RaunerBackHall,90,90,right,1,open,open,-2.160767,19.26227,173.6692,1.656921,1000.961,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
43,BakerBerryCharter,-90,BakerBerryCharter,0,90,right,1,closed,closed,-3.644989,23.09033,84.94041,1.169495,1006.558,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
44,NeutralPineEntrance,0,PineEntrance,90,90,right,2,closed,closed,-3.943939,30.49843,140.5417,1.058228,1010.827,yes,na,matisse353,inperson,NaN,NaN,0.705882352941177,0.791666666666667,valid,Neutral
45,53Commons,0,53Commons,90,90,left,3,open,open,-6.454071,5.334789,172.5257,1.21678489189529,1015.226,yes,yes,matisse353,inperson,NaN,NaN,0.838709677419355,0.791666666666667,invalid,Same-scene
47,Fairbanks,0,Fairbanks,-90,-90,right,3,open,open,-1.705994,4.151818,-176.1057,1.14545542856945,1025.314,yes,yes,matisse353,inperson,NaN,NaN,0.838709677419355,0.791666666666667,invalid,Same-scene
48,NeutralMaynard,0,Maynard,90,90,right,2,closed,closed,-7.290527,5.493509,172.9556,1.281128,1029.964,yes,na,matisse353,inperson,NaN,NaN,0.705882352941177,0.791666666666667,valid,Neutral
49,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,left,3,open,open,-5.415588,13.84151,360.5658,1.114014,1034.127,no,no,matisse353,inperson,NaN,NaN,0.838709677419355,0.791666666666667,invalid,Same-scene
50,Hop2,-1,Hop2,-91,-90,left,1,closed,closed,-3.093719,10.64523,-178.6582,0.8632813,1037.969,unsure,unsure,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
52,BakerBerryCharter,-90,BakerBerryCharter,-180,-90,left,1,open,open,-3.917786,11.38356,-266.448,0.7794189,1045.784,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
57,Hop4,-3,Hop4,-93,-90,left,1,open,open,-2.377411,8.329774,-175.8405,0.737915,1079.713,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
58,Fairbanks,0,Fairbanks,-90,-90,left,1,open,open,-1.948975,4.191751,-179.3518,0.8775635,1083.611,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
59,Zimmerman,-100,Zimmerman,-10,90,right,1,open,open,-6.849121,2.847528,77.73113,0.5704346,1087.092,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
60,NeutralAllenSt,0,AllenSt,-90,-90,right,4,open,open,-3.710907,4.479867,-171.2716,0.978757428576903,1091.343,yes,na,matisse353,inperson,NaN,NaN,0.909090909090909,0.791666666666667,invalid,Neutral
61,NeutralBakerBerry2nd,0,BakerBerry2nd,4,-90,left,2,closed,closed,-4.281281,16.45847,-81.48691,1.43396,1095.561,yes,na,matisse353,inperson,NaN,NaN,0.705882352941177,0.791666666666667,valid,Neutral
62,NeutralPineBackHall,0,PineBackHall,270,90,left,4,closed,closed,-3.638916,23.33743,352.203,1.1751658918938,1100.031,yes,na,matisse353,inperson,NaN,NaN,0.909090909090909,0.791666666666667,invalid,Neutral
63,RollinsChapel3,177,RollinsChapel3,87,-90,left,1,open,open,-3.76651,2.451181,5.484589,1.253052,1104.179,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
64,NeutralRaunerFirst,0,RaunerFirst,90,90,left,4,open,open,-5.553741,8.351632,165.751,1.27240789189559,1109.16,yes,na,matisse353,inperson,NaN,NaN,0.909090909090909,0.791666666666667,invalid,Neutral
67,RaunerBackHall,0,RaunerBackHall,-90,-90,right,3,closed,closed,-1.997162,1.539528,-172.9904,0.964419428574519,1121.161,yes,yes,matisse353,inperson,NaN,NaN,0.838709677419355,0.791666666666667,invalid,Same-scene
69,BakerBerry2nd,94,BakerBerry2nd,184,90,right,1,open,open,-6.064941,4.445465,267.6352,1.25819389189708,1129.397,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
70,NeutralMcLaughlinCluster,0,McLaughlinCluster,262,90,left,4,open,open,-5.851105,5.438473,334.6806,1.11880589189082,1133.685,no,na,matisse353,inperson,NaN,NaN,0.909090909090909,0.791666666666667,invalid,Neutral
72,NeutralPineEntrance,0,PineEntrance,90,90,left,4,closed,closed,-8.408691,1.669056,167.0155,1.044189,1142.275,yes,na,matisse353,inperson,NaN,NaN,0.909090909090909,0.791666666666667,invalid,Neutral
73,NeutralRaunerBackHall,0,RaunerBackHall,90,90,left,4,open,open,-8.775177,3.6453,171.2136,1.19751,1146.193,yes,na,matisse353,inperson,NaN,NaN,0.909090909090909,0.791666666666667,invalid,Neutral
74,Hop2,-1,Hop2,89,90,right,1,open,open,-7.402771,1.961033,171.4151,0.9051514,1149.854,unsure,unsure,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
75,NeutralFairbanks,0,Fairbanks,-90,-90,right,4,open,open,-0.4773254,1.551617,-176.7592,0.9466553,1153.613,yes,na,matisse353,inperson,NaN,NaN,0.909090909090909,0.791666666666667,invalid,Neutral
76,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,right,1,open,open,-8.696136,2.207713,350.5883,0.993907891892609,1157.665,no,no,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
77,NeutralMcLaughlinCluster,0,McLaughlinCluster,82,-90,left,2,closed,closed,0.3074815,1.773734,-3.507416,0.9606934,1161.66,no,na,matisse353,inperson,NaN,NaN,0.705882352941177,0.791666666666667,valid,Neutral
79,NeutralRollinsChapel3,0,RollinsChapel3,267,90,right,2,closed,closed,-6.945557,15.10213,343.2866,1.740601,1170.362,yes,na,matisse353,inperson,NaN,NaN,0.705882352941177,0.791666666666667,valid,Neutral
80,NeutralHop2,0,Hop2,89,90,right,2,open,open,-9.120422,1.936817,164.7464,0.8492432,1173.972,unsure,na,matisse353,inperson,NaN,NaN,0.705882352941177,0.791666666666667,valid,Neutral
81,Zimmerman,-100,Zimmerman,-10,90,left,3,open,open,-8.192383,0.428901,69.11781,1.23094389189052,1178.58,yes,yes,matisse353,inperson,NaN,NaN,0.838709677419355,0.791666666666667,invalid,Same-scene
82,Hop2,-1,Hop2,89,90,right,1,open,open,-11.72162,1.208951,174.0266,0.910361891897377,1182.868,unsure,unsure,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
83,Umplebys,-50,Umplebys,-140,-90,left,1,open,open,-3.081635,2.359859,-224.0011,0.853526828568558,1187.087,unsure,unsure,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
86,53Commons,0,53Commons,90,90,right,1,open,open,-9.029205,1.293446,180.1529,0.7102051,1197.96,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
88,AllenSt,0,AllenSt,90,90,right,1,closed,closed,-11.23834,0.1562002,168.5702,1.113892,1205.784,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
89,RaunerBackHall,0,RaunerBackHall,-90,-90,left,1,closed,closed,3.320652,-0.7573242,-150.7181,0.7381592,1209.279,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
90,NeutralAllenSt,0,AllenSt,90,90,right,2,closed,closed,-9.24115,2.70593,166.4623,0.8771973,1213.831,yes,na,matisse353,inperson,NaN,NaN,0.705882352941177,0.791666666666667,valid,Neutral
92,Maynard,0,Maynard,90,90,right,1,closed,closed,-9.888062,-0.561615,172.3921,0.6962891,1221.364,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
94,BakerBerry2nd,94,BakerBerry2nd,4,-90,left,1,closed,closed,-1.493134,3.749887,-78.59305,0.770000428578393,1229.522,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
95,NeutralBakerBerryHistoric2,0,BakerBerryHistoric2,270,90,left,4,open,open,-9.370544,2.88553,356.418,0.9327393,1233.336,no,na,matisse353,inperson,NaN,NaN,0.909090909090909,0.791666666666667,invalid,Neutral
97,PineBackHall,180,PineBackHall,90,-90,left,1,open,open,-4.467072,21.13509,8.611603,1.601074,1241.996,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
98,BakerBerry2nd,94,BakerBerry2nd,184,90,right,1,open,open,-7.828735,4.623847,263.9232,0.7518311,1245.741,yes,yes,matisse353,inperson,NaN,NaN,0.765957446808511,0.791666666666667,valid,Same-scene
