trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,arrowDirection,condition,correctResponse,response,roll,pitch,yaw,rt,timestamp,familiarityTarget,familiarityPrime,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc,arrowValidity,primeCondition
95,NeutralBakerBerryHistoric2,0,BakerBerryHistoric2,270,90,left,4,open,open,-9.668915,1.664871,333.5471,1.114014,1185.693,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
96,Umplebys,-50,Umplebys,-140,-90,right,3,open,open,7.942958,1.016673,-194.5438,0.793457,1188.881,yes,yes,matisse352,inperson,NaN,NaN,0.777777777777778,0.92,invalid,Same-scene
99,McLaughlinCluster,172,McLaughlinCluster,82,-90,left,1,closed,closed,6.545471,-2.308228,10.22504,1.016479,1199.824,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
100,NeutralHop2,0,Hop2,-91,-90,right,4,closed,closed,9.412749,2.471633,-167.9437,1.127808,1206.326,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
101,MooreLot,180,MooreLot,270,90,left,3,open,open,-6.432098,1.575599,334.832,0.8911133,1209.792,yes,yes,matisse352,inperson,NaN,NaN,0.777777777777778,0.92,invalid,Same-scene
102,RaunerFirst,0,RaunerFirst,-90,-90,left,1,closed,closed,8.21207,3.00229,-176.1269,1.712402,1214.261,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
103,PineBackHall,180,PineBackHall,270,90,left,3,closed,closed,-6.634552,2.659684,344.9695,1.002319,1217.575,no,no,matisse352,inperson,NaN,NaN,0.777777777777778,0.92,invalid,Same-scene
105,NeutralBakerBerry2nd,0,BakerBerry2nd,184,90,left,4,open,open,-8.503937,1.73245,254.5777,0.8074951,1224.077,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
106,NeutralBakerBerryHistoric2,0,BakerBerryHistoric2,270,90,right,2,open,open,-7.990997,7.072598,347.839,1.141479,1227.641,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
107,NeutralHop4,0,Hop4,-93,-90,right,4,open,open,6.227179,2.824345,-178.8423,0.8632813,1241.219,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
108,Maynard,0,Maynard,90,90,right,1,closed,closed,-8.020386,2.479127,153.3878,1.211304,1244.992,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
109,Neutral53Commons,0,53Commons,-90,-90,right,4,closed,closed,3.591335,4.061751,-170.6302,1.19751,1248.431,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
110,RollinsChapel3,177,RollinsChapel3,267,90,right,1,closed,closed,-4.65741,10.59227,344.1734,0.9328613,1251.967,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
111,NeutralUmplebys,0,Umplebys,-140,-90,left,2,open,open,5.773317,8.275682,-215.2362,0.9049072,1255.462,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
112,BakerBerryCharter,-90,BakerBerryCharter,0,90,left,3,closed,closed,-7.701904,3.540102,70.71216,0.8077393,1259.054,yes,yes,matisse352,inperson,NaN,NaN,0.777777777777778,0.92,invalid,Same-scene
114,McLaughlinCluster,172,McLaughlinCluster,262,90,right,1,open,open,-9.348694,6.900179,340.8327,1.169556,1265.973,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
115,AllenSt,0,AllenSt,-90,-90,left,1,open,open,8.204438,4.532211,-171.9875,0.7519531,1269.342,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
116,Fairbanks,0,Fairbanks,90,90,right,1,closed,closed,-9.016205,-0.1954956,163.6373,0.668335,1272.335,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
117,NeutralBakerBerryCharter,0,BakerBerryCharter,0,90,left,4,closed,closed,-8.350647,5.174054,61.18842,0.690106673737037,1275.635,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
118,NeutralAllenSt,0,AllenSt,90,90,left,4,closed,closed,-11.61359,5.132921,153.0034,0.9190674,1279.116,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
119,Zimmerman,-100,Zimmerman,-190,-90,left,1,closed,closed,10.31769,4.095245,-261.3806,0.9746094,1282.652,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
120,PineEntrance,0,PineEntrance,90,90,right,1,closed,closed,-8.812866,6.249643,163.6204,0.7657471,1285.993,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
121,NeutralRaunerBackHall,0,RaunerBackHall,-90,-90,left,2,closed,closed,7.341642,6.246528,-165.9571,0.9886475,1289.557,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
123,Maynard,0,Maynard,-90,-90,left,1,open,open,7.928185,5.809986,-165.7681,1.099976,1296.435,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
124,AllenSt,0,AllenSt,90,90,left,3,closed,closed,-8.900513,4.455293,157.5975,0.8214111,1299.498,yes,yes,matisse352,inperson,NaN,NaN,0.777777777777778,0.92,invalid,Same-scene
125,PineBackHall,180,PineBackHall,270,90,right,1,closed,closed,-9.399963,4.742115,339.5992,0.7657471,1302.644,no,no,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
127,PineBackHall,180,PineBackHall,270,90,right,1,closed,closed,-11.86273,2.373805,328.7003,0.7796631,1308.84,no,no,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
128,AllenSt,0,AllenSt,90,90,right,1,closed,closed,-10.94662,4.194416,147.1288,0.696167,1311.875,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
129,NeutralMaynard,0,Maynard,-90,-90,right,4,open,open,6.75107,7.868869,-173.362,1.085938,1315.717,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
130,NeutralRollinsChapel3,0,RollinsChapel3,87,-90,left,2,open,open,5.034658,4.905252,5.450348,0.9191895,1319.003,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
132,NeutralAllenSt,0,AllenSt,-90,-90,left,2,open,open,5.26705,3.872209,-168.3335,0.9747314,1325.561,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
133,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,left,1,closed,closed,6.082747,8.100245,19.41681,0.9190674,1329.626,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
136,NeutralZimmerman,0,Zimmerman,-190,-90,right,4,closed,closed,7.761507,5.139942,-265.215,0.9608154,1339.775,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
138,NeutralBakerBerryHistoric2,0,BakerBerryHistoric2,90,-90,left,2,closed,closed,8.415918,7.469417,17.3515,0.9329834,1346.305,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
139,RollinsChapel3,177,RollinsChapel3,267,90,right,1,closed,closed,-6.06897,11.39292,330.6282,0.9609375,1349.563,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
141,RollinsChapel3,177,RollinsChapel3,87,-90,left,1,open,open,4.481084,6.182953,16.4592,0.7519531,1356.287,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
142,NeutralRaunerBackHall,0,RaunerBackHall,90,90,right,2,open,open,-7.457825,7.25224,158.6831,1.114014,1359.782,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
143,NeutralFairbanks,0,Fairbanks,-90,-90,left,2,open,open,7.254173,4.748224,-161.5703,0.9746094,1363.374,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
144,PineEntrance,0,PineEntrance,90,90,right,1,closed,closed,-9.110046,6.54838,161.2094,0.6821289,1366.812,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
146,NeutralHop2,0,Hop2,-91,-90,left,2,closed,closed,1.069228,5.890667,-158.9814,0.9467773,1373.593,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
150,Neutral53Commons,0,53Commons,-90,-90,left,2,closed,closed,6.429914,5.586314,-170.0228,0.8214111,1387.264,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
153,Zimmerman,-100,Zimmerman,-190,-90,left,1,closed,closed,9.559733,5.699121,-256.256,0.8494873,1396.718,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
154,NeutralMaynard,0,Maynard,-90,-90,left,2,open,open,8.979988,4.118879,-166.196,0.8773193,1399.822,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
156,NeutralPineEntrance,0,PineEntrance,-90,-90,right,4,open,open,8.815189,5.860693,-168.3022,1.113892,1406.783,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
161,NeutralBakerBerryCharter,0,BakerBerryCharter,-180,-90,right,4,open,open,6.797857,5.18732,-253.3161,1.071899,1443.065,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
162,NeutralZimmerman,0,Zimmerman,-10,90,left,4,open,open,-10.70047,0.2293315,65.04467,1.058228,1446.531,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
163,Fairbanks,0,Fairbanks,90,90,right,1,closed,closed,-11.18942,0.7093132,166.3964,0.9329834,1449.65,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
164,BakerBerryHistoric2,180,BakerBerryHistoric2,270,90,right,1,open,open,-9.421692,6.719602,346.1176,1.002319,1453.089,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
165,NeutralRaunerFirst,0,RaunerFirst,-90,-90,left,2,closed,closed,4.970025,6.006072,-159.2167,0.967560898985356,1456.723,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
166,PineEntrance,0,PineEntrance,90,90,right,1,closed,closed,-4.920837,3.580812,164.4995,0.6265869,1459.716,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
167,NeutralZimmerman,0,Zimmerman,-10,90,right,2,open,open,-9.611786,0.7496774,56.26725,0.8354492,1463.057,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
169,53Commons,0,53Commons,-90,-90,right,3,closed,closed,8.542677,-0.001239253,-148.4719,0.675595298989231,1470.868,yes,yes,matisse352,inperson,NaN,NaN,0.777777777777778,0.92,invalid,Same-scene
170,NeutralPineEntrance,0,PineEntrance,-90,-90,left,2,open,open,7.016668,3.920669,-161.274,1.086304,1474.432,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
171,NeutralHop4,0,Hop4,-93,-90,left,2,open,open,6.572136,4.10701,-166.3318,0.8769531,1477.592,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
173,PineEntrance,0,PineEntrance,-90,-90,right,3,open,open,6.358809,6.690319,-160.7035,0.8771973,1483.969,yes,yes,matisse352,inperson,NaN,NaN,0.777777777777778,0.92,invalid,Same-scene
174,NeutralRaunerFirst,0,RaunerFirst,90,90,right,2,open,open,-7.186096,5.447052,160.9855,1.072266,1487.213,yes,na,matisse352,inperson,NaN,NaN,0.914285714285714,0.92,valid,Neutral
175,MooreLot,180,MooreLot,90,-90,left,1,closed,closed,3.340796,3.180705,18.4631,0.8215332,1490.902,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
177,MooreLot,180,MooreLot,90,-90,right,3,closed,closed,6.940485,6.371916,20.56955,0.9050293,1498.155,yes,yes,matisse352,inperson,NaN,NaN,0.777777777777778,0.92,invalid,Same-scene
178,Maynard,0,Maynard,-90,-90,left,1,open,open,4.864038,6.51358,-157.7216,0.6265869,1501.149,yes,yes,matisse352,inperson,NaN,NaN,0.962025316455696,0.92,valid,Same-scene
180,NeutralMooreLot,0,MooreLot,90,-90,right,4,closed,closed,5.413545,5.181607,24.01538,0.8632813,1507.497,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
182,BakerBerryHistoric2,180,BakerBerryHistoric2,90,-90,right,3,closed,closed,12.07122,8.044474,24.41885,0.640625,1513.54,yes,yes,matisse352,inperson,NaN,NaN,0.777777777777778,0.92,invalid,Same-scene
185,Neutral53Commons,0,53Commons,90,90,left,4,open,open,-5.182037,0.9534638,156.8669,0.9049072,1522.742,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
186,NeutralUmplebys,0,Umplebys,40,90,left,4,closed,closed,-3.730133,6.293199,114.0178,1.03786137373763,1526.028,yes,na,matisse352,inperson,NaN,NaN,0.941176470588235,0.92,invalid,Neutral
