trialIdx,primeName,primeAngleYaw,targetName,targetAngleYaw,targetSide,arrowDirection,sameScenePrime,correctResponse,response,roll,pitch,yaw,rt,timestamp,condition,familiarityTarget,familiarityPrime,subject_id,session_format,explicit_acc_scenewise_prime,explicit_acc_scenewise_target,oc_acc_by_condition,oc_acc
30,NewHavenMuseum2,252,NewHavenMuseum2,342,90,none,1,closed,closed,-0.9281006,0.04868765,432.657,1.127533,320.4391,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
31,neutral,0,MontessoriBooks,-90,-90,none,0,closed,closed,2.05168,2.092232,-182.0446,1.267029,322.8894,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
32,neutral,0,BennettPlace,90,90,none,0,closed,closed,-0.8166199,1.626011,177.97,1.062775,325.1633,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
33,RueRousseletParis,0,RueRousseletParis,-90,-90,none,1,open,open,1.855648,2.286765,-179.2908,1.127808,327.4745,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
35,DiningHall,80,CottageAve,-90,-90,none,0,open,open,3.630192,-0.9278564,-179.5164,1.265564,339.1154,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
36,TriangleArchway,0,TriangleArchway,-90,-90,none,1,open,open,5.751712,-1.371796,-180.3804,1.211212,341.5657,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
37,KnoxCollege,84,KnoxCollege,-6,-90,none,1,open,open,2.61663,0.1409043,-94.3631,1.197571,343.9083,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
38,neutral,0,SketchBurger,-90,-90,none,0,closed,closed,4.5842,2.149085,-179.8586,1.322815,346.3865,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
39,Portland3,0,SwarthmoreFriends,50,-90,none,0,closed,closed,2.857871,0.5989948,-36.01752,1.150299,348.6768,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
40,neutral,0,KnoxCollege,174,90,none,0,closed,closed,-3.310883,0.680189,250.1319,1.350342,351.1967,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
41,neutral,0,DownhillDriveway,-90,-90,none,0,open,open,2.583986,-1.227173,-181.284,0.9745483,353.3547,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
42,WalnutApartment,0,WalnutApartment,-90,-90,none,1,closed,closed,1.956894,-0.5551758,-180.2173,1.169525,355.7494,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
44,Portland3,0,Portland3,90,90,none,1,open,open,-1.967072,-1.550323,169.899,1.364655,360.8702,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
45,MountVernon,0,MountVernon,90,90,none,1,closed,closed,-1.299408,1.46935,169.9824,1.002594,363.0311,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
46,WallOfHonor,90,SeattleNeighborhood9,-90,-90,none,0,closed,closed,4.082916,2.642985,-179.0534,1.183411,365.3423,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
47,BennettPlace,0,BennettPlace,-90,-90,none,1,open,open,2.851128,-0.8334961,-177.8132,1.225281,367.7371,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
48,FuFoundation,270,FuFoundation,360,90,none,1,closed,closed,-2.282379,2.359149,441.452,0.9049988,369.8671,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
49,neutral,0,MarketColorado,-90,-90,none,0,open,open,2.770826,-0.4243164,-180.1543,1.111328,372.1617,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
50,Rotman,0,Rotman,90,90,none,1,open,open,-0.7507019,-0.2193909,170.2935,1.183411,374.6671,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
51,neutral,0,ViaAgency,90,90,none,0,open,open,-0.7875671,-0.7593994,171.1076,1.343079,377.1518,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
52,TrescaBoston,0,TrescaBoston,-90,-90,none,1,open,open,3.015358,1.336388,-180.3591,1.155609,379.4212,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
53,Reykjavik,0,Reykjavik,90,90,none,1,open,open,-0.8049011,-0.7611694,167.2258,1.211273,381.8716,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
54,ChiltonArch,0,NewHavenMuseum2,162,-90,none,0,open,open,3.59906,1.986082,74.21161,1.239075,384.28,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
55,DiningHall,80,DiningHall,-10,-90,none,1,closed,closed,3.143104,1.484337,-95.51923,1.448212,386.9115,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
56,CottageAve,0,CottageAve,90,90,none,1,closed,closed,-1.233154,-0.2921753,170.1423,1.197449,389.2365,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
57,neutral,0,FenningStEngland,-90,-90,none,0,open,open,2.46086,-0.01171875,-177.5712,1.044128,391.6171,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
58,NorthPlaza,0,NorthPlaza,-90,-90,none,1,closed,closed,2.293707,0.3950333,-179.8811,1.239166,394.3181,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
59,SwarthmoreFriends,140,SwarthmoreFriends,230,90,none,1,open,open,-0.675415,-0.8135071,312.2968,1.113831,396.7267,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
61,neutral,0,31stStNewYork,90,90,none,0,closed,closed,-1.713684,-2.155243,172.5463,1.044281,401.5609,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
62,FuFoundationHall,0,FuFoundationHall,-90,-90,none,1,open,open,3.140776,1.103765,-179.0235,1.058167,404.0112,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
63,SwarthmoreFriends,140,Portland3,-90,-90,none,0,closed,closed,3.125436,0.2645415,-175.6795,1.072174,406.2389,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
64,ViaAgency,0,ViaAgency,-90,-90,none,1,closed,closed,1.497731,1.951793,-182.3899,1.113953,408.731,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
65,neutral,0,MountVernon,-90,-90,none,0,open,open,1.811655,-0.8386536,-182.1368,1.113647,411.2508,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
66,RosaPortsmouth,0,WallOfHonor,0,-90,none,0,closed,closed,3.413034,0.4544539,-89.16776,1.127808,413.6594,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
67,CottageAve,0,Rotman,-90,-90,none,0,closed,closed,3.032459,0.8524616,-176.482,1.058228,415.9148,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
71,FuFoundationHall,0,WoodshopDoorway,90,90,none,0,open,open,-3.22998,-3.285004,169.2614,1.239349,443.1331,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
72,MarketColorado,0,MarketColorado,90,90,none,1,closed,closed,0.7134639,-1.232178,171.6963,1.155579,445.4163,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
73,KnoxCollege,84,KnoxCollege,174,90,none,1,closed,closed,-1.520325,0.0951672,251.9374,0.8912659,447.4072,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
74,TriangleArchway,0,TriangleArchway,90,90,none,1,closed,closed,-2.049194,-1.520935,166.2551,1.04422,449.5511,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
75,WalnutApartment,0,WalnutApartment,90,90,none,1,open,open,0.242376,-1.239868,166.692,0.9745789,451.6674,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
76,neutral,0,Rotman,90,90,none,0,open,open,-1.919159,-0.1118774,165.3595,1.030426,453.7418,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
77,OceanLot,0,MarketColorado,90,90,none,0,closed,closed,-1.410553,0.4020081,167.7447,0.9746399,455.8441,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
78,neutral,0,TrescaBoston,-90,-90,none,0,open,open,3.214661,2.472132,-181.113,1.085968,458.0298,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
79,neutral,0,WalnutApartment,-90,-90,none,0,closed,closed,4.247745,2.664603,-182.1921,1.113861,460.2435,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
80,SketchBurger,0,TriangleArchway,-90,-90,none,0,open,open,6.000066,0.7281969,-183.9857,1.378296,462.652,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
81,neutral,0,MountVernon,90,90,none,0,closed,closed,-0.8078003,1.523741,172.0583,0.933075,464.7126,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
82,SwarthmoreFriends,140,SwarthmoreFriends,50,-90,none,1,closed,closed,4.206609,1.10631,-35.99301,1.072205,466.9402,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
83,FenningStEngland,0,SketchBurger,90,90,none,0,open,open,-0.5302734,0.415246,170.7892,1.016418,469.098,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
84,DownhillDriveway,0,BennettPlace,-90,-90,none,0,open,open,3.953464,-0.9663696,-173.0203,1.211395,471.4232,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
85,neutral,0,DiningHall,-10,-90,none,0,closed,closed,2.864442,1.146616,-94.06055,1.141785,473.6507,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
87,neutral,0,YellowHallway,-90,-90,none,0,open,open,4.350261,1.003714,-174.3386,1.085999,478.1197,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
88,neutral,0,KnoxCollege,-6,-90,none,0,open,open,3.551426,-0.840271,-93.44354,0.8914795,480.0133,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
89,neutral,0,Hollingworth,-90,-90,none,0,open,open,3.990063,-0.3991089,-177.3641,1.072205,482.1712,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
90,FuFoundationHall,0,DownhillDriveway,90,90,none,0,closed,closed,-2.324493,-0.5241394,177.4723,0.9885864,484.2873,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
92,SwarthmoreFriends,140,FuFoundationHall,-90,-90,none,0,open,open,3.017811,1.954505,-177.6927,1.169617,488.9095,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
93,YellowHallway,0,YellowHallway,90,90,none,1,closed,closed,-2.524323,3.054223,168.9813,0.9885559,491.0675,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
94,Reykjavik,0,FenningStEngland,90,90,none,0,closed,closed,-2.190063,5.949524,170.3538,0.9328918,493.128,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
95,OceanLot,0,OceanLot,90,90,none,1,open,open,-1.975983,3.567983,166.2292,1.239227,496.3997,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
96,Portland3,0,Portland3,-90,-90,none,1,closed,closed,4.489074,1.150121,-171.7307,1.155701,498.6691,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
97,BennettPlace,0,Reykjavik,90,90,none,0,open,open,-3.378357,-0.007507324,169.4519,0.8633118,500.6321,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
98,ChurchLot,0,ChurchLot,-90,-90,none,1,closed,closed,1.85349,1.446691,-177.8695,1.08609,502.804,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
99,Reykjavik,0,Reykjavik,-90,-90,none,1,closed,closed,2.136633,0.6735763,-177.7284,0.9328003,504.8365,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
100,DownhillDriveway,0,DownhillDriveway,-90,-90,none,1,open,open,2.796497,0.9034236,-179.5213,1.072021,507.1338,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
101,neutral,0,ViaAgency,-90,-90,none,0,closed,closed,2.716813,2.014835,-181.1953,1.127838,509.3614,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
102,RueRousseletParis,0,RueRousseletParis,90,90,none,1,closed,closed,-2.604889,0.05075578,165.429,1.044098,511.5889,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
104,Dublin2,0,Dublin2,-90,-90,none,1,closed,closed,3.857233,1.494397,-176.7696,1.086121,517.0048,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
105,WallOfHonor,90,WallOfHonor,0,-90,none,1,closed,closed,2.136995,0.2873147,-90.98163,1.044434,519.5248,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
106,FuFoundation,270,FuFoundation,180,-90,none,1,open,open,3.527377,1.343198,90.2179,1.072266,521.7941,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
107,CottageAve,0,CottageAve,-90,-90,none,1,open,open,6.116233,-5.347229,-173.9145,1.239197,530.4398,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
108,MarketColorado,0,MarketColorado,-90,-90,none,1,open,open,2.982444,-3.246643,-181.9654,0.9467163,532.7787,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
111,neutral,0,MontessoriBooks,90,90,none,0,open,open,-1.144257,1.160531,172.4755,1.072388,539.5311,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
112,31stStNewYork,0,31stStNewYork,90,90,none,1,closed,closed,-0.05001831,1.286258,170.3466,1.18335,541.8282,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
113,neutral,0,FuFoundation,360,90,none,0,closed,closed,-0.6915588,4.363446,439.1144,1.002502,543.9445,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
115,MountVernon,0,MountVernon,-90,-90,none,1,open,open,2.71064,-0.3231506,-175.2508,0.9886475,548.9287,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
116,ViaAgency,0,ViaAgency,90,90,none,1,open,open,-0.8917542,5.303339,168.2625,1.253174,551.2955,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
117,NorthPlaza,0,NorthPlaza,90,90,none,1,open,open,-0.7427063,1.303747,177.0758,1.141724,553.4534,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
118,Rotman,0,Rotman,-90,-90,none,1,closed,closed,4.063867,2.797573,-174.3143,1.308594,555.9036,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
119,RueRousseletParis,0,SwarthmoreFriends,230,90,none,0,open,open,2.242874,-2.594238,314.5224,1.225281,558.2287,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
120,NewHavenMuseum2,252,NewHavenMuseum2,162,-90,none,1,open,open,4.672029,2.026931,76.42877,1.04425,560.3171,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
121,CottageAve,0,RosaPortsmouth,-90,-90,none,0,closed,closed,7.341202,0.4196939,-176.3259,1.169739,562.5726,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
122,neutral,0,WallOfHonor,180,90,none,0,open,open,-4.252899,3.306252,256.6344,1.113708,564.7581,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
124,SeattleNeighborhood9,0,SeattleNeighborhood9,-90,-90,none,1,closed,closed,6.267849,1.547194,-176.2183,1.141663,569.2969,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
125,DiningHall,80,DiningHall,170,90,none,1,open,open,-9.244232,-0.7424316,250.0898,1.127747,571.6359,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
126,neutral,0,Portland3,90,90,none,0,open,open,-6.304382,0.6090127,170.1719,1.002502,573.7242,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
128,neutral,0,NewHavenMuseum2,342,90,none,0,closed,closed,-9.392822,1.950485,423.3331,1.141785,578.3465,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
129,TriangleArchway,0,CottageAve,90,90,none,0,closed,closed,-5.112976,1.316438,168.5931,1.113953,580.6158,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
130,MarketColorado,0,RueRousseletParis,-90,-90,none,0,open,open,5.522237,-2.403046,-175.3742,1.225586,583.2473,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
131,neutral,0,SeattleNeighborhood9,90,90,none,0,open,open,-8.949036,-0.06741333,164.6278,0.9329224,585.2798,2,missing,missing,member008_pilot,remote,NaN,NaN,0.96969696969697,0.937984496124031
132,ChiltonArch,0,ChiltonArch,90,90,none,1,closed,closed,-8.657013,3.826914,170.0515,1.085876,587.5212,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
134,MontessoriBooks,0,MontessoriBooks,-90,-90,none,1,closed,closed,5.224286,-1.647064,-174.8195,1.099915,592.2687,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
135,ZebraEntry,0,ZebraEntry,90,90,none,1,open,open,-8.425293,2.94245,161.431,1.141907,594.5939,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
136,FuFoundationHall,0,FuFoundationHall,90,90,none,1,closed,closed,-9.441589,-0.7294922,163.8101,1.099915,597.3087,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
138,Dublin2,0,ColumbiaStSeattle,90,90,none,0,open,open,-6.068085,-0.4796448,166.3671,1.044434,601.903,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
140,BennettPlace,0,BennettPlace,90,90,none,1,closed,closed,-5.824951,-0.8171387,166.7734,1.086121,606.7897,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
142,ColumbiaStSeattle,0,ColumbiaStSeattle,-90,-90,none,1,closed,closed,2.210687,0.4026025,-178.8407,1.19751,611.6207,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
143,SketchBurger,0,SketchBurger,-90,-90,none,1,closed,closed,4.626715,-3.381134,-180.7953,1.155884,613.9459,1,missing,missing,member008_pilot,remote,NaN,NaN,0.938461538461538,0.937984496124031
144,ColumbiaStSeattle,0,Dublin2,90,90,none,0,open,open,-9.549683,-1.532654,161.7734,1.239258,616.3406,3,missing,missing,member008_pilot,remote,NaN,NaN,0.903225806451613,0.937984496124031
1,YellowHallway,0,YellowHallway,-90,-90,none,1,open,open,3.747414,3.080697,-170.2559,1.471939,183.6661,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
4,neutral,0,TriangleArchway,90,90,none,0,closed,closed,-3.397064,16.55231,172.065,1.122726,195.5499,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
5,ChiltonArch,0,ChiltonArch,-90,-90,none,1,open,open,1.415798,7.800051,-167.2433,1.277649,198.6453,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
6,ColumbiaStSeattle,0,DiningHall,170,90,none,0,open,open,-2.201782,12.63596,255.1165,1.715973,202.2156,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
7,RosaPortsmouth,0,RosaPortsmouth,-90,-90,none,1,closed,closed,2.784262,7.464195,-165.3293,1.152664,207.5429,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
8,YellowHallway,0,OceanLot,90,90,none,0,open,open,-1.418243,13.03745,171.1614,1.41011,210.6468,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
9,Dublin2,0,Dublin2,90,90,none,1,open,open,-1.75238,12.09874,170.6304,1.249588,213.5488,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
10,neutral,0,TrescaBoston,90,90,none,0,closed,closed,-1.952454,17.12004,170.772,1.222778,216.382,2,missing,missing,member006_pilot,remote,NaN,NaN,0.942857142857143,0.929577464788732
11,NewHavenMuseum2,252,ChurchLot,-90,-90,none,0,closed,closed,2.43339,7.5226,-164.0045,1.391525,219.1857,3,missing,missing,member006_pilot,remote,NaN,NaN,0.916666666666667,0.929577464788732
13,ColumbiaStSeattle,0,ColumbiaStSeattle,90,90,none,1,open,open,-0.967804,12.68371,169.6634,1.152313,225.9809,1,missing,missing,member006_pilot,remote,NaN,NaN,0.929577464788732,0.929577464788732
